OCLC #,Title,Author,Language,Item type,Publication,Publisher,Year,Database,Notes,Added date
159986702,Tom,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986912,Raquel,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986676,Linda,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986857,Greg,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160011508,Charting the next move,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:12
159986671,Najwa and Pat,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986455,Jennie,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986484,Patricia,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160018006,Force and work,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:12
160018589,Shine and shadow,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:12
159986943,Jeff,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160018921,Wind and weather,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:12
159986727,Erien. / Year 2,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986513,Jean,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160018045,Transfer and conversion of energy,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:12
160011406,Tallying the final score,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:12
159979388,Chemical changes and conservation of matter,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
159986928,Pat,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159986714,Erien. / Year 1,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160018460,Force against force,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:12
159995158,Plant life cycles,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:12
159995050,Classifying living things,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:12
160009732,Can we believe our eyes?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
160018550,Bend and stretch,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:12
47886792,The many faces of learning,Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:12
159986566,Elsa,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
47886790,Conceptual thinking,Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:12
160018719,"Color, cones, and corneas",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:12
160011212,Building investigations from questions,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:12
159986604,Ingrid,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:12
159995210,"Variation, adaptation, and natural selection",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:12
160015685,Energy : where should we start?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:12
159995258,Evolution and the tree of life,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2003.0,,,2012-08-24 07:12
160015494,Biology : why are some ideas so difficult?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:12
160018810,Energy and ecosystems,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:12
47886793,"Design, construction, and technology",Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:12
159994809,The Engine that drives the Earth,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
47886787,Inquiry,Harvard-Smithsonian Center for Astrophysics. Special Education Dept.; Brown University.; Annenberg/CPB Project.; Annenberg Institute for School Reform.;,English,video_vhs,,"Cambridge, Mass. : Harvard University and Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:12
159994786,Every rock tells a story,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
160017965,What is energy?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:12
160015128,Following children's ideas in mathematics,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:12
159979318,What is matter? : properties and classification of matter,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
160018240,Making an impact,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:12
159979399,Density and pressure,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",2004.0,,,2012-08-24 07:12
160015179,Are you convinced?,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:12
160018415,Keep on rolling,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:12
160018625,Laws of light,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:12
160011460,Cultivating connections outside the classroom,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:12
160018325,When rubber meets the road,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:12
160015049,Professional development for principals,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
44444169,Principles for principals,Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Project.;,English,video_vhs,,"[Cambridge, Mass.] : Science Media Group, Harvard-Smithsonian Center for Astrophysics ; [Providence, R.I.] : Annenberg Institute for School Reform at Brown University",1999.0,,,2012-08-24 07:11
57732428,Principles for principals. / Episodes 1-8,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1999.0,,,2012-08-24 07:11
57670454,"The NASA astrophysics data system : the digital library for physics, astrophysics, and intrumentation : ads.",Harvard-Smithsonian Center for Astrophysics.; United States. National Aeronautics and Space Administration.;,English,book_digital,,"[Washington, D.C.] : NASA ; Cambridge, MA : Harvard-Smithsonian Center for Astrophysics",1997.0,,,2012-08-24 07:11
20766284,Weekly calendar,Harvard-Smithsonian Center for Astrophysics. Publications Dept.;,English,jrnl,,"[Cambridge, MA : [Harvard-Smithsonian Center for Astrophysics], Publications Dept.",,,,2012-08-24 07:11
12250159,The CFA almanac.,Harvard-Smithsonian Center for Astrophysics. Public Affairs Office.;,English,jrnl,,"Cambridge, MA : Public Affairs Office, Center for Astrophysics",1982.0,,,2012-08-24 07:11
11151620,Research programs of CFA scientists.,Harvard-Smithsonian Center for Astrophysics.; Harvard-Smithsonian Center for Astrophysics. Publications Dept.,English,jrnl,,"[Cambridge, Mass. : Center for Astrophysics]",1983.0,,,2012-08-24 07:11
7845414,"Solid state imagers for astronomy : June 10-11, 1981, Harvard-Smithsonian Center for Astrophysics, Cambridge, Massachusetts",John C Geary; David W Latham; Harvard-Smithsonian Center for Astrophysics.; Society of Photo-optical Instrumentation Engineers.;,English,book,,"Bellingham, Wash. : The Society",1981.0,,,2012-08-24 07:11
39458382,The SAO/NASA astrophysics data system : welcome to the digital library for physics and astronomy.,Harvard-Smithsonian Center for Astrophysics.; United States. National Aeronautics and Space Administration.;,English,book_digital,,"[Washington, D.C.] : NASA ; Cambridge, MA : Harvard-Smithsonian Center for Astrophysics",,,,2012-08-24 07:11
299138846,CfA staff listings.,Harvard-Smithsonian Center for Astrophysics.,English,jrnl,,"[Cambridge, Mass.] : The Center",,,,2012-08-24 07:11
224045148,"Essential science for teachers, life science : an eight-part professional development course for K-6 science teachers",Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.; Harvard University.;,English,video_vhs,,"Annenberg/CPB, S. Burlington, Vt",2004.0,,,2012-08-24 07:11
160015096,Building a plan for reform,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
82696466,The NASA astrophysics data system,Harvard-Smithsonian Center for Astrophysics.; United States. National Aeronautics and Space Administration.;,English,compfile,,"[Washington, D.C.] : NASA ; Cambridge, MA : Harvard-Smithsonian Center for Astrophysics",199-,,,2012-08-24 07:11
160015005,Fostering effective professional development for teachers,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
57732181,Essential science for teachers : Episodes 1-8 physical science,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",2004.0,,,2012-08-24 07:11
9045510,"Second Cambridge Workshop on Cool Stars, Stellar Systems, and the Sun : 21-23 October 1981, Harvard-Smithsonian Center for Astrophysics, Cambridge, MA",M  S Giampapa; L Golub; Harvard-Smithsonian Center for Astrophysics.;,English,book,,"Cambridge, Mass. : Smithsonian Astrophysical Observatory",1982.0,,,2012-08-24 07:11
57732180,Essential science for teachers : Episodes 1-8 life science,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",2003.0,,,2012-08-24 07:11
160015852,Constructivism : a vision for the future,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1995.0,,,2012-08-24 07:11
47773193,Private universe project in mathematics : a professional development workshop for K-12 mathematics teachers,Harvard-Smithsonian Center for Astrophysics.; Robert B. Davis Institute for Learning.;,English,video_vhs,,"S. Burlington, Vt. : Annenberg/CPB",2001.0,,,2012-08-24 07:11
160019189,Creating a context for learning : observing phenomena,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
57628403,Windmills : a supplemental curriculum for middle school physical science,Harvard-Smithsonian Center for Astrophysics.; National Science Foundation (U.S.); et al,English,book,,"Dubuque, Iowa : Kendall/Hunt",2001.0,,,2012-08-24 07:11
51823296,Science in focus : energy,Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB.;,English,video_vhs,,"S. Burlington, VT : Annenberg/CPB",2002.0,,,2012-08-24 07:11
43726485,"Four courses, one goal : new approaches to pre-service teacher education.",Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_vhs,,"Cambridge, MA : Harvard-Smithsonian Center for Astrophysics, Science Media Group",1999.0,,,2012-08-24 07:11
49561152,"The starry universe : the Cecilia Payne-Gaposchkin centenary ; proceedings of a symposium held at the Harvard-Smithsonian Center for Astrophysics, Cambridge, Massachusetts, October 26-27, 2000",Cecilia Helena Payne Gaposchkin; A  G  Davis Philip; Rebecca A Koopmann; Harvard-Smithsonian Center for Astrophysics.;,English,book,,"Schenectady, N.Y. : L. Davis Press",2001.0,,,2012-08-24 07:11
180049547,"Library and Information Services in Astronomy V : common challenges, uncommon solutions : proceedings of a conference co-hosted by the Harvard-Smithsonian Center for Astrophysics and Massachusetts Institute of Technology, Cambridge, Massachusetts, USA, 18-21 June 2006",Sandra Ricketts; Christina Birdie; Eva Isaksson; Harvard-Smithsonian Center for Astrophysics.; Massachusetts Institute of Technology.;,English,book,,"San Francisco, Calif. : Astronomical Society of the Pacific",2007.0,,,2012-08-24 07:11
55477773,The Student teaching experience,Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Insight Media (Firm);,English,video_vhs,,"Cambridge, Mass. : Harvard-Smithsonian Center for Astrophysics, Science Media Group : Distributed by Insight Media",1999.0,,,2012-08-24 07:11
43726500,Mathematics with a human face : using peer tutors to enhance an undergraduate mathematics course.,Harvard-Smithsonian Center for Astrophysics. Science Media Group.;,English,video_vhs,,"Cambridge, MA : Harvard-Smithsonian Center for Astrophysics, Science Media Group",1999.0,,,2012-08-24 07:11
8889335,"Second Cambridge Workshop on Cool Stars, Stellar Systems, and the Sun, 21-23 October 1981, Harvard-Smithsonian Center for Astrophysics, Cambridge, MA 02138",M  S Giampapa; L Golub; Smithsonian Astrophysical Observatory.;,English,book,,"[Cambridge, Mass.] : Smithsonian Astrophysical Observatory",1981.0,,,2012-08-24 07:11
51228062,The next move : steps toward change in elementary math and science,Harvard-Smithsonian Center for Astrophysics. Science Education Dept.; Annenberg/CPB Project.; Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Smithsonian Astrophysical Observatory.; Magic Lantern Communications.;,English,video_vhs,,"[Cambridge, Mass.] : Smithsonian Institution Astrophysical Observatory ; Oakville, Ont. : Magic Lantern Communications [distributor",1999.0,,,2012-08-24 07:11
57732178,Essential science for teachers : Episodes 1-8 earth and space science,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",2004.0,,,2012-08-24 07:11
57732220,Mathematics : Episodes 1-8 what's the big idea?,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications (MCET); Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1997.0,,,2012-08-24 07:11
11093840,Research statements of CFA scientists.,Harvard-Smithsonian Center for Astrophysics.;,English,jrnl,,"[Cambridge, Mass. : Center for Astrophysics, Publications Dept",1982.0,,,2012-08-24 07:11
160007717,Algebra : it begins in kindergarten,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"S. Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
8850305,Visions of Einstein,Harvard-Smithsonian Center for Astrophysics.; Smithsonian Institution. Office of Printing and Photographic Services.;,English,visual material,,"Washington, D.C. : The Institution",1979.0,,,2012-08-24 07:11
160015252,Inventing notations,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:11
160015385,Possibilities of real-life problems,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2000.0,,,2012-08-24 07:11
57732445,The Science of teaching science. / Episodes 1-8,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications (MCET); Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1995.0,,,2012-08-24 07:11
64588493,Telephone directory.,Smithsonian Astrophysical Observatory.; Harvard-Smithsonian Center for Astrophysics.,English,jrnl,,"Cambridge, Mass. : Smithsonian Astrophysical Observatory",,,,2012-08-24 07:11
57732151,Assessment in math and science. : Episodes 1-8 what is the point?,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications (MCET); Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1997.0,,,2012-08-24 07:11
11654764,Visions of 'Einstein' : x-ray images from the HEAO-2 satellite,Harvard-Smithsonian Center for Astrophysics. High Energy Astrophysics Division.; Smithsonian Institution. Office for Printing and Photographic Services.;,English,visual material,,"Washington, D.C. : The Institution",1981.0,,,2012-08-24 07:11
160014849,Math/science skills : what's important?,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
160014744,What's this all about?,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
160007748,The Future of mathematics : ferns and galaxies,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"S. Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
57732237,A Private universe,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1987.0,,,2012-08-24 07:11
159984740,I didn't know this was an English class! : connections across the disciplines,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
159984554,You WILL be tested on this! : standardized testing,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
232609031,Project STAR : Celestial sphere kit (for 10).,Harvard-Smithsonian Center for Astrophysics.;,English,kit,,"Sommerville, Mass : Learning Technologies, Inc",1990.0,,,2012-08-24 07:11
7553986,"X-ray astronomy with the Einstein satellite : proceedings of the High Energy Astrophysics Division of the American Astronomical Society meeting on x-ray astronomy held at the Harvard/Smithsonian Center for Astrophysics, Cambridge, Massachusetts, U.S.A., January 28-30, 1980",Riccardo Giacconi; American Astronomical Society. High Energy Astrophysics Division.;,English,book,,"Dordrecht, Holland ; Boston : D. Reidel Pub. Co. ; Hingham, MA : Sold and distributed in the U.S.A. and Canada by Kluwer Boston",1981.0,,,2012-08-24 07:11
159984759,That would never work here!. : 1 seeing assessment reform in action,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
82027554,Assessment in math and science: what's the point?,Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg/CPB Project.;,English,video,,"Cambridge, Mass : Science Media Group, Harvard-Smithsonian Center for Astrophysics",1997.0,,,2012-08-24 07:11
159984593,Will this be on the test? : knowing vs. understanding,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
160019286,"Summarizing, comparing, interpreting results",Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
159984696,Is this going to count? : embedded assessment,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
159984634,What'd I get? : scoring tools,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
159984793,"That would never work here, either!. : 2 seeing assessment reform in action",Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
144608554,Private universe project in mathematics,Harvard-Smithsonian Center for Astrophysics. Science Media Group.; Annenberg Media.;,English,video_dvd,,"S. Burlington, Vt. : Annenberg Media",2001.0,,,2012-08-24 07:11
160019319,Special considerations,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
10023318,"Cool stars, stellar systems, and the sun : proceedings of a workshop held January 31, 1980 at the Harvard-Smithsonian Center for Astrophysics, Cambridge, MA",Andrea K Dupree;,English,book,,"[Cambridge, Mass.] : Smithsonian Astrophysical Observatory",1983.0,,,2012-08-24 07:11
159984829,When I was in school ... : implementing assessment reform,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1997.0,,,2012-08-24 07:11
160019398,Assessing student understanding,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
57732246,Surprises in mind,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",2001.0,,,2012-08-24 07:11
160014949,Changing pedagogy,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
57732210,"Looking at learning ... : Episodes 1-8 again, part 2",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",2000.0,,,2012-08-24 07:11
57732207,"Looking at learning ... : Episodes 1-8 again, part 1",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1999.0,,,2012-08-24 07:11
160019145,Eliciting students' prior knowledge,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
160014894,Reworking the curriculum : what's important?,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
160014806,Creating communities that learn together,Harvard-Smithsonian Center for Astrophysics.; Annenberg Institute for School Reform.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg",1999.0,,,2012-08-24 07:11
160019106,Preparing to teach science,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
57732223,Minds of our own. / Episodes 1-3,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB Project.;,English,compfile_digital,,"S. Burlington, VT : [Distributed by] ; Annenberg/CPB Project",1997.0,,,2012-08-24 07:11
160019369,Specific instructional strategies,Harvard-Smithsonian Center for Astrophysics.; Massachusetts Corporation for Educational Telecommunications.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1997.0,,,2012-08-24 07:11
160018191,Understanding energy,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:11
160018875,Sun and seasons,Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",1999.0,,,2012-08-24 07:11
160018157,"Heat, work, and efficiency",Harvard-Smithsonian Center for Astrophysics.; Annenberg/CPB.;,English,video_digital,,"South Burlington, Vt. : Annenberg/CPB",2002.0,,,2012-08-24 07:11
